# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)	E_total (J)
0	0	0	-1	0	0	0.4	1.2498702e-18
1.0033955148188362e-11	0.009687688	0.000611159	-0.9747417	0	0	0.4	4.260291e-18
2.0013307891114837e-11	0.019512322	-0.0037765072	-0.96673644	0	0	0.4	4.4436415e-18
3.005515322659714e-11	0.031968348	-0.026875854	-0.9641432	0	0	0.4	5.282373e-18
4.005461688653173e-11	0.025578031	-0.029225	-0.9628311	0	0	0.4	5.2646808e-18
5.003578553622968e-11	0.006419311	-0.019007016	-0.9613109	0	0	0.4	3.872868e-18
6.000534861825817e-11	-0.0055169086	-0.014090767	-0.95754826	0	0	0.4	5.2365678e-18
7.005233871021747e-11	-0.0028493123	-0.025406983	-0.9574583	0	0	0.4	4.742279e-18
8.00370888592545e-11	0.020287508	-0.012050755	-0.95456815	0	0	0.4	5.5979816e-18
9.002617284667616e-11	0.03430375	-0.017703846	-0.95567894	0	0	0.4	4.695585e-18
1.0004715661178253e-10	0.035874855	-0.020335447	-0.9561634	0	0	0.4	4.4187054e-18
1.1000745196099564e-10	0.037323304	-0.0162074	-0.95649713	0	0	0.4	4.968808e-18
1.2003811705740726e-10	0.034151856	-0.02689056	-0.9564735	0	0	0.4	5.1809163e-18
1.300227839748919e-10	0.055155177	-0.032125674	-0.956906	0	0	0.4	4.140752e-18
1.4003887784507096e-10	0.040410887	-0.03568585	-0.95972115	0	0	0.4	4.809152e-18
1.5003569510487144e-10	0.043135956	-0.049137224	-0.9597176	0	0	0.4	4.7118487e-18
1.600615305127498e-10	0.03535408	-0.0338335	-0.9608703	0	0	0.4	4.063847e-18
1.7006478363421727e-10	0.032631572	-0.04303523	-0.959502	0	0	0.4	4.5670408e-18
1.8000557656508997e-10	0.026671536	-0.04425543	-0.9564126	0	0	0.4	4.951272e-18
1.9001386409501504e-10	0.03097767	-0.039197434	-0.9561022	0	0	0.4	4.9103435e-18
2.0005993575523415e-10	0.032198656	-0.03969662	-0.9573879	0	0	0.4	4.334634e-18
2.1002165020851956e-10	0.03706322	-0.0179816	-0.9539292	0	0	0.4	4.789891e-18
2.200526300319301e-10	0.042466722	-0.023939824	-0.9537834	0	0	0.4	4.964997e-18
