# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)	E_total (J)
0	0	0	-1	0	0	0.4	1.2498702e-18
1.0049832701161092e-11	-0.0025714722	0.013570492	-0.9756213	0	0	0.4	5.4773328e-18
2.0023715843388e-11	-0.0057195993	0.014328943	-0.9676496	0	0	0.4	4.306872e-18
3.003711807533604e-11	0.0053878464	0.014974251	-0.964952	0	0	0.4	4.8963898e-18
4.00105150712494e-11	0.021848937	0.010598541	-0.9653278	0	0	0.4	4.2310987e-18
5.002645469856874e-11	0.00674699	0.013981904	-0.96451765	0	0	0.4	4.6399613e-18
6.003079614574781e-11	-0.011925233	0.02882777	-0.9621077	0	0	0.4	5.6143374e-18
7.002031595143178e-11	-0.005311222	0.04283857	-0.9621322	0	0	0.4	5.0444336e-18
8.002457564025033e-11	-0.012872714	0.045620736	-0.9584994	0	0	0.4	4.4675665e-18
9.005064919868188e-11	-0.021978367	0.048673335	-0.9576177	0	0	0.4	4.492085e-18
1.0004803323038244e-10	-0.02778739	0.07678577	-0.9554581	0	0	0.4	4.434037e-18
1.1003256333287424e-10	-0.019946944	0.085444085	-0.95439494	0	0	0.4	4.251114e-18
1.2005880508480617e-10	-0.011473126	0.08300908	-0.9533125	0	0	0.4	4.0820912e-18
1.3003054294610572e-10	0.018932657	0.07253626	-0.95414925	0	0	0.4	5.193389e-18
1.4004089497328108e-10	0.025034348	0.08233977	-0.9498337	0	0	0.4	3.43667e-18
1.5003799844440764e-10	0.028926766	0.06305175	-0.94846106	0	0	0.4	5.291459e-18
1.600155341545279e-10	0.031138383	0.050478525	-0.9519729	0	0	0.4	3.2069927e-18
1.7004589199856187e-10	0.029582104	0.052829828	-0.9481632	0	0	0.4	5.1394688e-18
1.8004917863737892e-10	0.018709801	0.03256517	-0.95212084	0	0	0.4	4.2962487e-18
1.900554267100928e-10	0.030553568	0.03942266	-0.946954	0	0	0.4	5.787148e-18
2.000037647640626e-10	0.042307507	0.033135455	-0.9476505	0	0	0.4	4.563975e-18
2.1002156461065866e-10	0.07364241	0.039148726	-0.9444342	0	0	0.4	3.9885896e-18
2.2001215832552749e-10	0.08733972	0.047519084	-0.94683474	0	0	0.4	4.4808882e-18
2.300366881394918e-10	0.1025785	0.046122707	-0.94332975	0	0	0.4	4.4377884e-18
2.4001629882500935e-10	0.107344106	0.0380158	-0.9409218	0	0	0.4	4.808429e-18
2.500012703785246e-10	0.10564704	0.030465405	-0.941101	0	0	0.4	4.757202e-18
2.600500824581254e-10	0.10362754	0.034060817	-0.9448313	0	0	0.4	3.5093117e-18
2.7000755166462356e-10	0.08685424	0.022478543	-0.947066	0	0	0.4	5.2563093e-18
2.8002441872948865e-10	0.0992107	0.043922845	-0.94814956	0	0	0.4	5.0770894e-18
2.9002680909891534e-10	0.11012877	0.05032728	-0.94380033	0	0	0.4	3.300679e-18
3.000023444989583e-10	0.13031523	0.0488856	-0.94118285	0	0	0.4	4.394107e-18
3.100008164609435e-10	0.13287567	0.046622578	-0.93674695	0	0	0.4	4.552998e-18
3.2000558206222023e-10	0.13414037	0.049474403	-0.9360944	0	0	0.4	4.7092583e-18
3.300242245274672e-10	0.121106304	0.040674042	-0.93791777	0	0	0.4	4.8568187e-18
3.400091418153889e-10	0.122405045	0.033918314	-0.9415626	0	0	0.4	5.288813e-18
3.500564263115011e-10	0.13091236	0.019677164	-0.943032	0	0	0.4	4.956771e-18
3.600631686550857e-10	0.10865043	0.021606058	-0.93988276	0	0	0.4	5.1517934e-18
3.7003266969842067e-10	0.111937866	0.039769355	-0.94553196	0	0	0.4	4.0986034e-18
3.800642633425778e-10	0.11907881	0.04935725	-0.94613993	0	0	0.4	5.1764284e-18
3.9002603425675683e-10	0.11934424	0.039479844	-0.9443636	0	0	0.4	4.347552e-18
4.0001950124953994e-10	0.12598765	0.03206644	-0.9421788	0	0	0.4	3.929113e-18
4.1006019717650763e-10	0.11897986	0.027624087	-0.9427565	0	0	0.4	4.718946e-18
4.200542026792592e-10	0.11472237	0.038492907	-0.94335574	0	0	0.4	5.2724207e-18
4.300382335991931e-10	0.09987781	0.032511912	-0.9495109	0	0	0.4	4.522305e-18
4.40024817426125e-10	0.10095726	0.039411515	-0.95125383	0	0	0.4	4.0068753e-18
4.5000024096365345e-10	0.102706976	0.03277981	-0.94832003	0	0	0.4	4.016001e-18
4.600095172187532e-10	0.099329285	0.04501564	-0.94742197	0	0	0.4	5.090962e-18
4.700239297092991e-10	0.11424882	0.025934588	-0.9445256	0	0	0.4	4.1709205e-18
4.800166345341467e-10	0.10059445	0.014396336	-0.9440572	0	0	0.4	4.565438e-18
4.900108105593499e-10	0.097497195	3.1842388e-05	-0.94678193	0	0	0.4	3.9851965e-18
5.000392870602155e-10	0.07123326	0.004658091	-0.9465439	0	0	0.4	3.807124e-18
5.100660788842785e-10	0.07782661	-0.0010478473	-0.94241613	0	0	0.4	4.782122e-18
5.200427543769498e-10	0.08173863	3.212573e-05	-0.940294	0	0	0.4	4.718711e-18
5.300279796923481e-10	0.064894795	-0.0025470457	-0.94085485	0	0	0.4	5.4841297e-18
5.400101468069444e-10	0.0520392	-0.0043292656	-0.9404557	0	0	0.4	5.6558603e-18
5.500075591873613e-10	0.05308159	0.00021420089	-0.9446367	0	0	0.4	4.5175617e-18
5.600554566324306e-10	0.060547024	-0.022220287	-0.9430534	0	0	0.4	4.6790133e-18
5.700047280671113e-10	0.053190622	-0.015861968	-0.93929994	0	0	0.4	4.3300974e-18
5.800633830834905e-10	0.05548824	-0.012103754	-0.94525474	0	0	0.4	3.9474606e-18
5.900578933092805e-10	0.051187627	-0.0071298922	-0.946606	0	0	0.4	4.5980654e-18
6.00019456636322e-10	0.050887056	-0.016262544	-0.9472898	0	0	0.4	4.3555456e-18
6.100267493900356e-10	0.044047266	-0.028372303	-0.9496466	0	0	0.4	5.052065e-18
6.200564560083357e-10	0.040941305	-0.021103142	-0.95239556	0	0	0.4	4.725871e-18
6.300528584757982e-10	0.041556448	-0.020242311	-0.95157355	0	0	0.4	3.01299e-18
6.400218608305551e-10	0.0358789	-0.03585522	-0.9556507	0	0	0.4	4.4161883e-18
6.500632943513517e-10	0.0094807325	-0.056431416	-0.9533225	0	0	0.4	4.643833e-18
