# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)	E_total (J)
0	0	0	-1	0	0	0.4	1.2498702e-18
1.0039192201074154e-11	-0.004505194	0.014477195	-0.9743903	0	0	0.4	3.2253786e-18
2.0013274819039395e-11	-0.013851968	0.009764766	-0.9692991	0	0	0.4	4.520098e-18
3.005321405828355e-11	-0.0062883757	0.006231486	-0.96566075	0	0	0.4	5.360011e-18
4.000847879222573e-11	-0.010267227	0.008577022	-0.9601628	0	0	0.4	4.969247e-18
5.0038435352104385e-11	-0.02667103	0.00023200682	-0.9593322	0	0	0.4	4.31115e-18
6.002132944621432e-11	-0.020502163	-0.0011261145	-0.9598781	0	0	0.4	3.811772e-18
7.00342736020942e-11	0.00011964502	0.007142229	-0.9569549	0	0	0.4	4.9924246e-18
8.004157995072946e-11	0.008649205	0.012481783	-0.9595021	0	0	0.4	4.357969e-18
9.006098032382927e-11	0.01963437	0.022380382	-0.9573932	0	0	0.4	4.4011824e-18
1.000393546505107e-10	0.009092586	0.017099995	-0.9571439	0	0	0.4	4.0629433e-18
1.1002548297380272e-10	0.021352978	0.001513197	-0.9584993	0	0	0.4	5.4789247e-18
1.2004729502327072e-10	0.0041862507	0.0028409977	-0.9553956	0	0	0.4	4.1266386e-18
1.3000262689001136e-10	0.01388036	0.011613139	-0.9564065	0	0	0.4	3.7556196e-18
1.4000586670331556e-10	0.03055215	0.010861544	-0.9584547	0	0	0.4	4.7488972e-18
1.5002626390152419e-10	0.014980793	-0.0048407074	-0.9557353	0	0	0.4	4.887006e-18
1.6001880127365097e-10	0.021302985	0.002774326	-0.95244706	0	0	0.4	4.2745646e-18
1.700482959788659e-10	0.031581856	-0.0034520067	-0.95053625	0	0	0.4	5.1216703e-18
1.8006427373369806e-10	0.028656121	-0.004461405	-0.9578749	0	0	0.4	4.895859e-18
1.9002466706901968e-10	0.022999665	-0.0013142736	-0.95956624	0	0	0.4	3.7763918e-18
2.0003337862059924e-10	0.02911743	-0.019894132	-0.9541997	0	0	0.4	4.2288666e-18
2.1000240133559558e-10	0.025408395	-0.025439594	-0.95542914	0	0	0.4	4.354224e-18
2.200052227529894e-10	0.028349444	-0.018514074	-0.9541482	0	0	0.4	4.6013998e-18
2.3001146657469895e-10	0.026912296	0.00225601	-0.9572139	0	0	0.4	5.153755e-18
2.4005432198090016e-10	0.03204778	0.0054292493	-0.95955473	0	0	0.4	4.725718e-18
2.50032012809445e-10	0.041348387	-0.0013863165	-0.9592364	0	0	0.4	4.859672e-18
2.600391770984778e-10	0.052173585	0.0020963312	-0.9545461	0	0	0.4	3.6602713e-18
2.7006451511909245e-10	0.041401923	-0.0006714227	-0.9575203	0	0	0.4	3.6958752e-18
2.800172084269246e-10	0.03912627	-0.014082175	-0.9574429	0	0	0.4	5.49257e-18
2.9005207891052394e-10	0.026593504	-0.020621166	-0.9558017	0	0	0.4	4.84568e-18
3.0001375551582963e-10	0.028897287	-0.0030871294	-0.9530707	0	0	0.4	5.0874304e-18
3.100177420088794e-10	0.034740184	-0.00591245	-0.95161504	0	0	0.4	3.7391194e-18
3.200331712112443e-10	0.015314164	-0.010734931	-0.95539653	0	0	0.4	4.3197394e-18
3.3000212151758777e-10	0.020218303	0.0055943993	-0.9550874	0	0	0.4	4.6582143e-18
3.4004103963644665e-10	0.040729035	-0.011643032	-0.95920354	0	0	0.4	4.7491276e-18
3.5004804635591955e-10	0.017143674	-0.01624847	-0.95621437	0	0	0.4	4.3300134e-18
3.600447600042611e-10	0.012727592	-0.00046299712	-0.95961064	0	0	0.4	3.7250544e-18
3.700576916631968e-10	0.02072732	-0.0018550069	-0.960024	0	0	0.4	4.672003e-18
3.8003417186165413e-10	0.01882699	0.0036111535	-0.9611773	0	0	0.4	4.581996e-18
3.900357125030953e-10	0.025024174	0.0104501005	-0.95794004	0	0	0.4	4.236574e-18
4.000529148622786e-10	0.019098964	0.013435808	-0.9567601	0	0	0.4	3.9006215e-18
4.1005202589169147e-10	0.027320266	-0.007165263	-0.9581678	0	0	0.4	4.8993283e-18
4.2003726100753145e-10	0.02297012	0.016002474	-0.9570205	0	0	0.4	4.028772e-18
4.300026901933377e-10	0.044328004	0.024939904	-0.9542675	0	0	0.4	4.8374424e-18
4.400633470660792e-10	0.030404361	0.024055943	-0.95460075	0	0	0.4	4.4879065e-18
4.5004625465650454e-10	0.035881393	0.05090052	-0.9549266	0	0	0.4	4.256893e-18
4.6002707471158286e-10	0.0368993	0.040173985	-0.95696944	0	0	0.4	4.9380437e-18
4.700537871802345e-10	0.045505818	0.0331598	-0.95445424	0	0	0.4	4.848716e-18
4.800535677295881e-10	0.056478087	0.024781296	-0.9558216	0	0	0.4	5.191862e-18
4.900036086666315e-10	0.05594093	0.011879728	-0.9564725	0	0	0.4	3.831587e-18
5.000267271958401e-10	0.032961715	0.02323974	-0.9554977	0	0	0.4	4.8666274e-18
5.100468839097927e-10	0.026603503	0.031670872	-0.9568706	0	0	0.4	4.4949553e-18
5.200181205072468e-10	0.024645718	0.04168951	-0.95843947	0	0	0.4	5.3224825e-18
5.300390150172244e-10	0.00961518	0.039017104	-0.9563582	0	0	0.4	4.775948e-18
5.400205667943122e-10	0.015392493	0.065578066	-0.9590069	0	0	0.4	5.0384353e-18
5.500424730284162e-10	0.01805307	0.060849175	-0.9563066	0	0	0.4	4.120539e-18
5.600115673569296e-10	0.023292271	0.050115015	-0.95715845	0	0	0.4	4.1155482e-18
5.700324846682264e-10	0.0118083535	0.05259536	-0.9557608	0	0	0.4	4.9660454e-18
5.800057248338662e-10	0.0057406286	0.03147239	-0.956843	0	0	0.4	5.138731e-18
5.900436822112744e-10	0.004598474	0.022464564	-0.9551847	0	0	0.4	4.7375136e-18
6.000259368952122e-10	-0.023011629	0.029572971	-0.95370454	0	0	0.4	5.139973e-18
6.100572174008542e-10	-0.0015947078	0.04078896	-0.9540642	0	0	0.4	4.2826006e-18
6.20005671831462e-10	-0.0074405516	0.05091295	-0.95269144	0	0	0.4	4.8504775e-18
6.300201637553871e-10	-0.0072015836	0.06549195	-0.9478964	0	0	0.4	4.5192128e-18
6.400157787551385e-10	0.0060435324	0.07652618	-0.949244	0	0	0.4	4.129682e-18
6.500245993307169e-10	0.015119427	0.08575658	-0.9457253	0	0	0.4	4.397465e-18
6.600077922170007e-10	0.013652402	0.061638273	-0.9449443	0	0	0.4	3.983949e-18
6.700210487312205e-10	-0.0051757973	0.048742183	-0.94475716	0	0	0.4	3.752907e-18
6.800002029350542e-10	-0.022291837	0.034842487	-0.942734	0	0	0.4	5.5366185e-18
6.900378860124955e-10	-0.033797987	0.037896242	-0.94445395	0	0	0.4	4.9695303e-18
7.000358232552797e-10	-0.04375909	0.04707142	-0.94502634	0	0	0.4	4.572443e-18
7.100036881352021e-10	-0.033932537	0.06267	-0.9473246	0	0	0.4	4.88825e-18
7.200349104283756e-10	-0.016430926	0.08064651	-0.9477458	0	0	0.4	4.2237583e-18
7.30050923297963e-10	-0.00015201945	0.085245915	-0.9515665	0	0	0.4	4.5414226e-18
7.4000368588212e-10	0.0054219626	0.07711004	-0.94746804	0	0	0.4	4.4008267e-18
7.50063788222216e-10	0.0016120514	0.073036395	-0.94680727	0	0	0.4	4.0302953e-18
7.600388961057721e-10	0.0009734783	0.076521434	-0.9476888	0	0	0.4	3.844208e-18
7.700417785061101e-10	0.007951281	0.08315821	-0.94593406	0	0	0.4	5.3215515e-18
