# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)	E_total (J)
0	0	0	-1	0	0	0.4	1.2498702e-18
1.0013293506172384e-11	-0.0032585715	-0.006058527	-0.97616005	0	0	0.4	4.1934947e-18
2.0034836231303333e-11	-0.011376458	-0.0033819291	-0.96762264	0	0	0.4	4.1841293e-18
3.000829458258757e-11	-0.0017241251	0.0033165833	-0.9668442	0	0	0.4	4.9836176e-18
4.00266466806775e-11	-0.010314469	-0.0026964177	-0.96378577	0	0	0.4	5.250847e-18
5.00154937689836e-11	-0.016505595	0.002219503	-0.9634863	0	0	0.4	4.0312825e-18
6.006537588758504e-11	-0.015211875	-0.01681089	-0.9610409	0	0	0.4	4.2331245e-18
7.002104084096142e-11	-0.007139784	-0.018988466	-0.9557112	0	0	0.4	4.595872e-18
8.000234724315697e-11	0.018923571	-0.021961039	-0.9574159	0	0	0.4	3.390248e-18
9.005415883470941e-11	0.02667816	-0.025615726	-0.9560723	0	0	0.4	3.96307e-18
1.0005978901085092e-10	0.025754048	-0.009237392	-0.9569822	0	0	0.4	4.3191103e-18
1.100345761985944e-10	0.013199051	-0.006084764	-0.9567676	0	0	0.4	4.423308e-18
1.2000069174370673e-10	0.020295542	-0.019150654	-0.9532063	0	0	0.4	5.644941e-18
1.3003096763949143e-10	0.023400187	-0.030901348	-0.956182	0	0	0.4	5.299863e-18
1.4003542082150389e-10	0.031666473	-0.035612904	-0.9549571	0	0	0.4	4.837891e-18
1.500275606884665e-10	0.025196267	-0.031241914	-0.9567883	0	0	0.4	3.8003676e-18
1.600522088577086e-10	0.019965297	-0.046547476	-0.9525005	0	0	0.4	4.1814873e-18
1.7002909779058978e-10	0.019527452	-0.048299048	-0.9484708	0	0	0.4	4.386113e-18
1.8001330089331972e-10	0.019444428	-0.0550391	-0.9488949	0	0	0.4	3.8296527e-18
1.9004041877065028e-10	0.025864962	-0.05981051	-0.9462502	0	0	0.4	5.010902e-18
2.0004674406873845e-10	0.038149368	-0.070345424	-0.9465107	0	0	0.4	4.466466e-18
2.100464399516229e-10	0.032491688	-0.090687625	-0.9493449	0	0	0.4	4.2159597e-18
2.2001722146826836e-10	0.01298693	-0.09356646	-0.9488631	0	0	0.4	4.69215e-18
2.3003370445826175e-10	-0.0010305445	-0.09674609	-0.950068	0	0	0.4	4.2480592e-18
2.4000519461893845e-10	-0.02606498	-0.0707768	-0.9547583	0	0	0.4	3.7263275e-18
2.500293861203283e-10	-0.030364867	-0.04512521	-0.9523685	0	0	0.4	5.3827823e-18
2.6000895743151417e-10	-0.007075039	-0.043237034	-0.9500837	0	0	0.4	5.037957e-18
2.700314945308339e-10	-0.010900171	-0.045781117	-0.9516971	0	0	0.4	4.7007628e-18
2.8003185802386425e-10	0.0023412188	-0.054926734	-0.9525734	0	0	0.4	4.7155714e-18
2.9002713045387226e-10	0.017447457	-0.049796388	-0.9474083	0	0	0.4	4.7296306e-18
3.0001725932281097e-10	-0.00017963372	-0.06070995	-0.9462609	0	0	0.4	4.239897e-18
3.100368629438468e-10	-0.020185495	-0.064055786	-0.95129067	0	0	0.4	4.666783e-18
3.200460123470356e-10	-0.017594565	-0.053661563	-0.9520074	0	0	0.4	5.14305e-18
3.3003614442244163e-10	-0.030115167	-0.033292826	-0.9467006	0	0	0.4	3.4413563e-18
3.4003307161045374e-10	-0.02896712	-0.024102816	-0.9454777	0	0	0.4	4.432087e-18
3.5003945460670376e-10	-0.042395588	-0.016300237	-0.9446529	0	0	0.4	4.150575e-18
3.600052563107868e-10	-0.014484327	-0.011838509	-0.9476529	0	0	0.4	4.5220314e-18
3.700381294118983e-10	-0.005787701	-0.012068992	-0.9501242	0	0	0.4	3.7651144e-18
3.800375914439052e-10	-0.005757859	-0.02024102	-0.94445854	0	0	0.4	5.1328158e-18
3.9003163885541185e-10	-0.008501429	-0.025249528	-0.9473672	0	0	0.4	4.14352e-18
4.0000794159349445e-10	-0.014881032	-0.016768241	-0.9468901	0	0	0.4	5.0395962e-18
4.100595191887046e-10	-0.039814588	0.0001619097	-0.9471071	0	0	0.4	4.7538144e-18
4.200125884186905e-10	-0.048294462	0.022043202	-0.9432538	0	0	0.4	4.9339615e-18
4.300526371077884e-10	-0.046570566	0.048870847	-0.9426489	0	0	0.4	4.0295545e-18
4.4006372477713813e-10	-0.041112572	0.04434075	-0.93889	0	0	0.4	4.687332e-18
4.500277185780317e-10	-0.036930807	0.036694948	-0.9387189	0	0	0.4	5.3915033e-18
4.600081207975824e-10	-0.030163413	0.019925658	-0.9414701	0	0	0.4	4.741973e-18
4.700437804797909e-10	-0.025720414	0.0019586433	-0.9468675	0	0	0.4	4.887569e-18
4.80025035663015e-10	-0.027386552	-0.002971834	-0.9476868	0	0	0.4	4.7667325e-18
4.90041187737591e-10	-0.03168686	-0.02462862	-0.9421908	0	0	0.4	4.3514465e-18
5.000144468334256e-10	-0.03746954	-0.02856505	-0.9385034	0	0	0.4	4.7201866e-18
5.100208454584445e-10	-0.047797136	-0.0076072016	-0.9385924	0	0	0.4	5.4011267e-18
5.20002394758172e-10	-0.049648765	0.006326593	-0.9403004	0	0	0.4	5.1628164e-18
5.300259687129156e-10	-0.023702862	0.04732974	-0.9411643	0	0	0.4	4.8567157e-18
5.4005070081799e-10	-0.016434751	0.042862166	-0.93905026	0	0	0.4	4.9607634e-18
5.500627469499758e-10	-0.0064513776	0.02923721	-0.9376563	0	0	0.4	4.388841e-18
5.600208925636415e-10	0.0075978306	0.016046278	-0.9412352	0	0	0.4	5.3545217e-18
5.70050228915842e-10	-0.008782357	0.0050304737	-0.94424903	0	0	0.4	3.9791048e-18
5.800535425643803e-10	-0.05028495	0.0028322095	-0.9486712	0	0	0.4	4.381592e-18
5.90012593946534e-10	-0.05815028	0.004929239	-0.94315416	0	0	0.4	4.857269e-18
6.000281291712645e-10	-0.06155881	0.018832335	-0.93644047	0	0	0.4	4.5615173e-18
6.100092776086239e-10	-0.044284783	0.03700153	-0.9401839	0	0	0.4	4.3308476e-18
6.20046689364684e-10	-0.023178747	0.04965357	-0.9467378	0	0	0.4	5.5684666e-18
6.300205199981243e-10	-0.010371874	0.04624052	-0.9489631	0	0	0.4	4.6376956e-18
6.400018642260717e-10	-0.023748072	0.02524892	-0.945814	0	0	0.4	4.416935e-18
6.500211011508501e-10	-0.008911794	0.012769333	-0.9430471	0	0	0.4	5.7807083e-18
6.600199861828961e-10	-0.007228532	0.009666876	-0.9448846	0	0	0.4	4.37132e-18
6.700175675541324e-10	-0.028910575	-0.005129382	-0.94596374	0	0	0.4	3.971064e-18
6.80035448547554e-10	-0.03800172	0.0072835796	-0.9432999	0	0	0.4	5.184115e-18
6.900460184477809e-10	-0.04822737	0.01208256	-0.9473296	0	0	0.4	4.4480872e-18
