# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	0.0596215	-0.07432121	-0.95403177	0	0	0.32
2e-09	0.07778153	0.033953466	-0.9336697	0	0	0.33
3.0000000000000004e-09	-0.07616536	0.13718677	-0.93779254	0	0	0.34
4e-09	-0.006555738	-0.008291228	-0.9573823	0	0	0.35
5e-09	-0.02812303	0.034850493	-0.95457053	0	0	0.36
6e-09	0.2428483	0.09636587	-0.9219425	0	0	0.37
7e-09	-0.021946108	0.034036316	0.9674695	0	0	0.38
8e-09	0.03628101	0.019882126	0.9658183	0	0	0.39
9.000000000000001e-09	0.006012711	-0.030010398	0.96802235	0	0	0.4
1.0000000000000002e-08	-0.000548817	-0.007390856	0.9681876	0	0	0.41
1.1000000000000003e-08	0.009073399	0.005801864	0.96978986	0	0	0.42
