# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	-0.07498109	-0.07421434	-0.94150954	0	0	0.32
2e-09	0.0012014396	-0.008228065	-0.95191514	0	0	0.33
3.0000000000000004e-09	0.0019269045	0.00417894	-0.9573151	0	0	0.34
4e-09	0.0026089828	-0.054451365	-0.9521761	0	0	0.35
5e-09	-0.0373879	0.08501166	-0.94229573	0	0	0.36
6e-09	0.053049713	0.250937	-0.90643096	0	0	0.37
7e-09	0.016816227	0.035494015	0.9662235	0	0	0.38
8e-09	0.033147763	-0.017117752	0.96738154	0	0	0.39
9.000000000000001e-09	-0.019947577	0.020484159	0.96645874	0	0	0.4
1.0000000000000002e-08	0.014292302	0.025750043	0.9698631	0	0	0.41
1.1000000000000003e-08	0.031140247	-0.0041992394	0.9675536	0	0	0.42
