# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	0.03915444	0.019170875	-0.96056557	0	0	0.32
2e-09	0.008209836	-0.014585725	-0.96318746	0	0	0.33
3.0000000000000004e-09	0.06380608	0.09491419	-0.9474305	0	0	0.34
4e-09	-0.026706258	-0.09780423	-0.9465314	0	0	0.35
5e-09	0.14445871	-0.11135911	-0.93897986	0	0	0.36
6e-09	-0.42038012	-0.19445682	-0.604651	0	0	0.37
7e-09	0.010631082	-0.022063997	0.9637159	0	0	0.38
8e-09	-0.013642819	0.024616262	0.9671325	0	0	0.39
9.000000000000001e-09	-0.017012188	-0.007856995	0.9647298	0	0	0.4
1.0000000000000002e-08	0.000979567	-0.018611236	0.9678496	0	0	0.41
1.1000000000000003e-08	0.028239388	0.0026837345	0.96695787	0	0	0.42
