# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	-0.066532195	-0.049442835	-0.9503016	0	0	0.32
2e-09	0.030058356	0.037106685	-0.9447953	0	0	0.33
3.0000000000000004e-09	0.06772444	0.010288876	-0.9541526	0	0	0.34
4e-09	0.03891611	-0.16735989	-0.92958	0	0	0.35
5e-09	-0.029613119	0.21652904	-0.9324949	0	0	0.36
6e-09	0.33367056	0.31014526	-0.6708789	0	0	0.37
7e-09	-0.00017557293	0.0008665826	0.96678	0	0	0.38
8e-09	0.024324141	-0.0021891687	0.9685384	0	0	0.39
9.000000000000001e-09	0.041760378	0.012300223	0.96499854	0	0	0.4
1.0000000000000002e-08	5.3104945e-05	0.011364907	0.968637	0	0	0.41
1.1000000000000003e-08	-0.024614276	0.015809981	0.9679681	0	0	0.42
