# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	-0.0058634523	-0.028085357	-0.95410967	0	0	0.32
2e-09	0.059220836	-0.11091699	-0.9462966	0	0	0.33
3.0000000000000004e-09	-0.017954431	0.19240527	-0.9366001	0	0	0.34
4e-09	0.13955711	0.023277044	-0.93669534	0	0	0.35
5e-09	-0.14297086	-0.06808514	-0.93543696	0	0	0.36
6e-09	-0.063190795	0.039419048	-0.9464276	0	0	0.37
7e-09	0.045290545	-0.014139721	-0.9400981	0	0	0.38
8e-09	-0.16105966	0.0549893	-0.9192012	0	0	0.39
9.000000000000001e-09	-0.17339794	0.097052515	-0.9178362	0	0	0.4
1.0000000000000002e-08	-0.013340001	-0.03544782	0.9664637	0	0	0.41
1.1000000000000003e-08	0.050828725	0.010235745	0.96892965	0	0	0.42
