# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	0.016392026	0.06453617	-0.95477235	0	0	0.32
2e-09	-0.051186934	-0.16962682	-0.94176316	0	0	0.33
3.0000000000000004e-09	0.033346433	-0.04948642	-0.94449246	0	0	0.34
4e-09	-0.056387033	-0.040357918	-0.951075	0	0	0.35
5e-09	-0.06381409	0.10429753	-0.9428719	0	0	0.36
6e-09	0.17381668	0.12870741	-0.90778196	0	0	0.37
7e-09	0.16123015	0.26742488	-0.8946943	0	0	0.38
8e-09	0.00017540157	0.006694249	0.9687764	0	0	0.39
9.000000000000001e-09	0.0126837315	0.009539628	0.9697972	0	0	0.4
1.0000000000000002e-08	-0.010227215	0.015449749	0.96785593	0	0	0.41
1.1000000000000003e-08	-0.006397038	-0.0077796597	0.9678627	0	0	0.42
