# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	0	0	-1	0	0	0.34
1.0019951673663454e-11	0.009794669	6.7212895e-05	-0.9748434	0	0	0.34
2.005095285231608e-11	0.018756757	-0.005485209	-0.9672282	0	0	0.34
3.0011120178197835e-11	0.029145932	-0.031241108	-0.9645208	0	0	0.34
4.0065085420019e-11	0.018793851	-0.033688467	-0.9631417	0	0	0.34
5.002825493953297e-11	-0.0010069462	-0.024772216	-0.96249026	0	0	0.34
6.004958712856822e-11	-0.015741473	-0.018898493	-0.9585131	0	0	0.34
7.001912365104987e-11	-0.013084508	-0.027898349	-0.9580291	0	0	0.34
8.005542379614474e-11	0.010101823	-0.019004019	-0.9554268	0	0	0.34
9.002891520377097e-11	0.016855221	-0.02829522	-0.9543452	0	0	0.34
1.0003182559312238e-10	0.009911096	-0.032664027	-0.9535344	0	0	0.34
1.1004587593746429e-10	0.0049208915	-0.027900785	-0.9549864	0	0	0.34
1.2005972097511725e-10	-0.0022226002	-0.03141577	-0.9542609	0	0	0.34
1.3003609670963553e-10	0.016829416	-0.028694581	-0.95749444	0	0	0.34
1.4004474149932665e-10	0.006216587	-0.031474095	-0.9609236	0	0	0.34
1.5002714690826485e-10	0.003175426	-0.045366846	-0.96158826	0	0	0.34
1.6005380575143349e-10	-0.0059864977	-0.035898205	-0.961769	0	0	0.34
1.7004807530650772e-10	-0.013747106	-0.042566966	-0.958127	0	0	0.34
1.8005399085002062e-10	-0.02788024	-0.04211113	-0.9559799	0	0	0.34
1.9003961138123892e-10	-0.030610165	-0.027108228	-0.9567155	0	0	0.34
2.0001270897346047e-10	-0.028175408	-0.019038593	-0.9577826	0	0	0.34
2.1003387343072163e-10	-0.019393273	0.0036554278	-0.9526498	0	0	0.34
2.2004562812095752e-10	-0.011466548	-0.0038453282	-0.9552342	0	0	0.34
2.300459551516681e-10	-0.021076104	-0.019688895	-0.95589036	0	0	0.34
2.4000854735545435e-10	-0.0074524535	-0.029610097	-0.95785344	0	0	0.34
2.5001961820180633e-10	-0.023121333	-0.038652077	-0.95637685	0	0	0.34
2.600075717371385e-10	-0.035514638	-0.025441194	-0.9577692	0	0	0.34
2.7000358024655795e-10	-0.043522324	-0.009139004	-0.9567759	0	0	0.34
2.800498616352266e-10	-0.039840847	-0.008088615	-0.9524493	0	0	0.34
2.900083515352113e-10	-0.016008424	-0.0025476306	-0.9524058	0	0	0.34
3.000445784043508e-10	-0.0053710258	0.005919272	-0.9511313	0	0	0.34
3.100022174461532e-10	0.0030986005	-0.008814664	-0.951902	0	0	0.34
3.2004995636458673e-10	-0.02280917	-0.020294115	-0.94880015	0	0	0.34
3.300036222739348e-10	-0.03251092	-0.015779542	-0.95110327	0	0	0.34
3.4001675545705596e-10	-0.0273365	-0.012987978	-0.9519797	0	0	0.34
3.5002541081140623e-10	-0.022852696	-0.0015070074	-0.9540272	0	0	0.34
3.600076709967584e-10	-0.015487339	0.005843397	-0.95444465	0	0	0.34
3.7004636244940163e-10	0.009387912	0.017884742	-0.95763934	0	0	0.34
3.8003987825818086e-10	0.009904066	0.012108138	-0.9566022	0	0	0.34
3.9000809886875136e-10	0.025916686	0.00929866	-0.9586843	0	0	0.34
4.000264880240063e-10	0.038821332	0.0099275075	-0.9544854	0	0	0.34
4.100274557066939e-10	0.012784818	-0.00072142144	-0.9556847	0	0	0.34
4.200553580025562e-10	0.018776888	-0.0021209428	-0.9556085	0	0	0.34
4.30019537625897e-10	0.011865602	-0.0050342977	-0.95622206	0	0	0.34
4.4004233825774426e-10	0.02760119	-0.011349672	-0.9552964	0	0	0.34
4.500610271826753e-10	0.035958134	-0.014888893	-0.9577184	0	0	0.34
4.6004032729163187e-10	0.051012438	-0.048925307	-0.9525503	0	0	0.34
4.700183339892277e-10	0.034832023	-0.08105407	-0.9510892	0	0	0.34
4.800188724361637e-10	0.0070921765	-0.082043245	-0.94893926	0	0	0.34
4.900282391974128e-10	-0.021003928	-0.069602184	-0.95143896	0	0	0.34
5.000179191902362e-10	-0.02156408	-0.070509166	-0.9480315	0	0	0.34
5.100474190736814e-10	-0.036209524	-0.046550084	-0.95019495	0	0	0.34
5.200079405195427e-10	-0.028717255	-0.04697558	-0.9463331	0	0	0.34
5.300338609883009e-10	-0.032152306	-0.055910468	-0.9444381	0	0	0.34
5.400546902344137e-10	-0.058054157	-0.05062451	-0.9442185	0	0	0.34
5.500639525580974e-10	-0.07077089	-0.032975353	-0.948984	0	0	0.34
5.600375902938893e-10	-0.0711967	0.0053679217	-0.9471387	0	0	0.34
5.700476873686845e-10	-0.07366093	0.038174786	-0.9480179	0	0	0.34
5.800504698428398e-10	-0.07494217	0.055410244	-0.94985616	0	0	0.34
5.900206997791986e-10	-0.054651745	0.07573473	-0.9509142	0	0	0.34
6.000519980756483e-10	-0.030436348	0.080355294	-0.9499305	0	0	0.34
6.100676979480568e-10	-0.025396755	0.07287016	-0.95140135	0	0	0.34
6.20042541244069e-10	-0.018717378	0.07768463	-0.94397336	0	0	0.34
6.300481716930475e-10	-0.03833385	0.0668858	-0.943987	0	0	0.34
6.400570695903944e-10	-0.03203533	0.08743596	-0.9442585	0	0	0.34
6.50025468779056e-10	-0.007556223	0.093401894	-0.9433099	0	0	0.34
6.600474354520699e-10	0.0017449938	0.0884444	-0.9431533	0	0	0.34
6.700178747179849e-10	0.029081434	0.06997378	-0.94365853	0	0	0.34
6.800404781869088e-10	0.045327436	0.06326232	-0.9413288	0	0	0.34
6.900536497186929e-10	0.040843174	0.05269934	-0.9444107	0	0	0.34
7.000209295295717e-10	0.051645447	0.066252574	-0.94241756	0	0	0.34
7.100483118868733e-10	0.06883876	0.063586906	-0.94034666	0	0	0.34
7.20011291353672e-10	0.057924546	0.05359042	-0.9426865	0	0	0.34
7.300020152064064e-10	0.058703236	0.031258706	-0.9446356	0	0	0.34
7.400528851431456e-10	0.06470685	-0.00028447446	-0.94552046	0	0	0.34
7.500006258522852e-10	0.064692155	-0.0164303	-0.94446117	0	0	0.34
7.600163604197771e-10	0.055530112	-0.022221815	-0.94388646	0	0	0.34
7.7006023307643e-10	0.04529721	-0.019311108	-0.9404769	0	0	0.34
7.800643261551342e-10	0.02696118	-0.0025645595	-0.9378088	0	0	0.34
7.900038945005086e-10	0.03423098	0.006997975	-0.93791294	0	0	0.34
8.000322191055327e-10	0.03552729	0.011282634	-0.9348086	0	0	0.34
8.100441284155773e-10	0.051018663	0.01200717	-0.93098426	0	0	0.34
8.20021978439e-10	0.06312264	0.0062283482	-0.9264498	0	0	0.34
8.300041570368816e-10	0.0724817	0.00022167525	-0.9308912	0	0	0.34
8.400174297768265e-10	0.06437907	-0.02745911	-0.9339619	0	0	0.34
8.500448669548659e-10	0.037204713	-0.022364438	-0.93381774	0	0	0.34
8.600660985570243e-10	0.009884586	-0.011117556	-0.9400206	0	0	0.34
8.700554497163001e-10	0.008788686	0.0047565387	-0.9433219	0	0	0.34
8.800054327759359e-10	-0.0010745279	-0.0062022186	-0.9482441	0	0	0.34
8.900322021096069e-10	-0.0018269558	-0.009134114	-0.94953066	0	0	0.34
9.00019260717482e-10	-0.0026295837	-0.003828448	-0.9477279	0	0	0.34
9.100284642987814e-10	0.0026839683	-0.00010251529	-0.9506339	0	0	0.34
9.200635150906678e-10	-0.008328036	-0.0084013725	-0.9474104	0	0	0.34
9.300236082508452e-10	-0.002825938	-0.0008846316	-0.9466133	0	0	0.34
9.400105424716662e-10	-0.010365249	0.01199112	-0.94440943	0	0	0.34
9.500040248399251e-10	-0.025412103	0.02233167	-0.94710296	0	0	0.34
9.600084520863367e-10	-0.018569523	0.020126598	-0.9483554	0	0	0.34
9.700453329782564e-10	-0.01591936	0.015140889	-0.9486475	0	0	0.34
9.80039135488612e-10	-0.0049124984	0.005635884	-0.9523056	0	0	0.34
9.900239787822925e-10	0.006143086	-0.008998551	-0.95258343	0	0	0.34
1.00002713779735e-09	0.0051179766	-0.017271293	-0.9519088	0	0	0.34
1.0100177446761962e-09	-0.010446828	-0.016748404	-0.95416105	0	0	0.34
1.0200263948281681e-09	-0.0006500958	-0.01459366	-0.9522306	0	0	0.34
1.0300127532860028e-09	0.010258618	-0.008610707	-0.9482102	0	0	0.34
1.0400211195906928e-09	0.016594853	-0.010133388	-0.9458128	0	0	0.34
1.0500472813784334e-09	0.02322118	-0.025522862	-0.94338584	0	0	0.34
1.0600218917275694e-09	-0.0039895414	-0.049571835	-0.94265825	0	0	0.34
1.0700593742514027e-09	-0.04027353	-0.059052255	-0.94411117	0	0	0.34
1.080055406888952e-09	-0.05305326	-0.04158702	-0.95059067	0	0	0.34
1.0900551920464582e-09	-0.058849033	-0.016654758	-0.94513947	0	0	0.34
1.100004424881161e-09	-0.04954412	-0.015103434	-0.94949025	0	0	0.34
1.11005291866885e-09	-0.053838983	0.0037204598	-0.9475299	0	0	0.34
1.120009007711702e-09	-0.043241967	0.013122909	-0.94901186	0	0	0.34
1.1300336790947682e-09	-0.047689203	0.019290913	-0.9482175	0	0	0.34
1.1400138199896486e-09	-0.033944044	0.018734777	-0.9490818	0	0	0.34
1.150054164738108e-09	-0.030470185	0.022544945	-0.95035416	0	0	0.34
1.1600275808177828e-09	-0.02071494	-0.0029880307	-0.9577429	0	0	0.34
1.1700284436540447e-09	-0.019395089	0.00026140542	-0.95809877	0	0	0.34
1.1800625130474403e-09	-0.012316006	-0.0010376822	-0.95756876	0	0	0.34
1.1900325704940088e-09	-0.030206494	-0.0034808102	-0.9565716	0	0	0.34
1.2000063208151323e-09	-0.037385054	0.0051277378	-0.9548521	0	0	0.34
1.2100422171667938e-09	-0.02560395	0.017167773	-0.95226556	0	0	0.34
1.2200146685000975e-09	0.0011205627	0.022272352	-0.9519533	0	0	0.34
1.2300385033609363e-09	0.0036062608	0.011352504	-0.951536	0	0	0.34
1.240010500048374e-09	0.006161375	-0.00065470254	-0.9517673	0	0	0.34
1.2500170908737824e-09	0.014010284	-0.013143639	-0.9536611	0	0	0.34
1.2600562499990648e-09	0.0036159384	0.0004440552	-0.9538559	0	0	0.34
1.270014439975449e-09	-0.01249665	-0.0017619885	-0.95249	0	0	0.34
1.2800586853155302e-09	-0.015817525	0.022345383	-0.94967514	0	0	0.34
1.290018605216748e-09	-0.0014891915	0.03278937	-0.94602585	0	0	0.34
1.3000358762841037e-09	-0.0020568008	0.031207517	-0.94518876	0	0	0.34
1.3100185985874416e-09	-0.0054546213	0.03317703	-0.9481352	0	0	0.34
1.320006799158834e-09	0.0025990421	0.019366749	-0.9491006	0	0	0.34
1.3300020967233684e-09	-0.009574072	0.0014165281	-0.951729	0	0	0.34
1.3400047559485405e-09	-0.0072820294	0.00014440766	-0.95331424	0	0	0.34
1.35000364126252e-09	0.00076414214	-0.0018524512	-0.9561209	0	0	0.34
1.3600212972335158e-09	-0.005226725	-0.0001651125	-0.95477444	0	0	0.34
1.3700333339953051e-09	-0.007276794	0.00042649911	-0.9521492	0	0	0.34
1.3800406828382701e-09	-0.0023028392	0.01568714	-0.95287013	0	0	0.34
1.390044937568917e-09	0.008847673	0.006711516	-0.9542889	0	0	0.34
1.4000525864699634e-09	0.021849882	0.0153669	-0.9553827	0	0	0.34
1.410003398059706e-09	0.0216627	0.0029538113	-0.95288455	0	0	0.34
1.4200160270575177e-09	0.016906226	0.0061522806	-0.9534975	0	0	0.34
1.4300435954058884e-09	0.02033363	0.0025690466	-0.9556261	0	0	0.34
1.4400385762600902e-09	0.014732673	-0.00060001615	-0.9526207	0	0	0.34
1.4500314131850733e-09	-0.0020128964	-0.0020560408	-0.955107	0	0	0.34
1.4600285692618642e-09	0.0027617915	-0.006197403	-0.9539771	0	0	0.34
1.4700515658713975e-09	0.020194413	-0.010650297	-0.9522795	0	0	0.34
1.4800069487229225e-09	0.025934102	-0.009930481	-0.95321983	0	0	0.34
1.490038618666733e-09	0.028161922	-0.0020097524	-0.95175517	0	0	0.34
1.5000544681051419e-09	0.037046786	-0.028248345	-0.9495812	0	0	0.34
1.510009793814693e-09	0.048130985	-0.029311627	-0.94883406	0	0	0.34
1.5200158828249359e-09	0.048541795	-0.028178213	-0.9457909	0	0	0.34
1.5300535548945863e-09	0.031130236	-0.025398381	-0.94941103	0	0	0.34
1.5400291726430655e-09	0.011746961	-0.00588478	-0.95305735	0	0	0.34
1.550010920617307e-09	0.024545914	0.01977229	-0.95371205	0	0	0.34
1.5600195186949684e-09	0.02048291	0.0023567565	-0.95328915	0	0	0.34
1.5700615899303862e-09	0.027102869	-0.012792919	-0.9527799	0	0	0.34
1.5800014432805498e-09	0.019369744	-0.023572545	-0.9570437	0	0	0.34
1.5900330219529907e-09	0.014677665	-0.027617557	-0.9528449	0	0	0.34
1.6000020061606376e-09	0.005878392	-0.02783629	-0.9472942	0	0	0.34
