# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)	E_total (J)
0	0	0	-1	0	0	0.4	1.2498702e-18
1.005895370169481e-11	0.00023782987	-0.005389612	-0.977479	0	0	0.4	4.421765e-18
2.0021197201434543e-11	0.0033303946	-0.020542813	-0.9688214	0	0	0.4	3.4987535e-18
3.001284674949284e-11	0.0031445879	-0.019263888	-0.9641465	0	0	0.4	4.745137e-18
4.005894813113918e-11	0.03677338	-0.028988637	-0.9625083	0	0	0.4	4.89667e-18
5.005209026079281e-11	0.022325126	-0.050118685	-0.9613826	0	0	0.4	4.615043e-18
6.002210947709907e-11	0.0154813295	-0.049002636	-0.9607884	0	0	0.4	5.2247006e-18
7.003153378151461e-11	0.021071777	-0.07439962	-0.95805514	0	0	0.4	4.563521e-18
8.001423010244583e-11	0.010690168	-0.07212807	-0.9587414	0	0	0.4	4.5034165e-18
9.001030235392066e-11	0.013010489	-0.06946726	-0.95706505	0	0	0.4	5.677574e-18
1.0000712281877828e-10	0.0039792936	-0.059654705	-0.9559633	0	0	0.4	4.1453553e-18
1.1005307244616227e-10	0.0022342787	-0.04750739	-0.95508134	0	0	0.4	4.0376344e-18
1.200302413051875e-10	0.006799772	-0.048938423	-0.95612013	0	0	0.4	4.1910913e-18
1.3001339566228342e-10	0.018492673	-0.0605235	-0.95624095	0	0	0.4	4.47511e-18
1.4006043669032275e-10	0.025013112	-0.07064656	-0.95208514	0	0	0.4	4.5249972e-18
1.5005247795091628e-10	0.018562818	-0.08160205	-0.9482217	0	0	0.4	5.0422755e-18
1.6000563857642815e-10	0.017557528	-0.09581779	-0.949496	0	0	0.4	5.7507246e-18
1.7004928558704914e-10	0.0034361237	-0.114499494	-0.9502598	0	0	0.4	4.061842e-18
1.8002187769292194e-10	0.0148729645	-0.092	-0.94836426	0	0	0.4	5.4371004e-18
1.9002424621106836e-10	0.025885511	-0.09389471	-0.9512349	0	0	0.4	5.5682097e-18
2.0004434036096462e-10	0.02564047	-0.08348714	-0.9522878	0	0	0.4	5.0497404e-18
2.1005334804314942e-10	0.014866307	-0.078451954	-0.9522702	0	0	0.4	4.2332755e-18
2.2000449020002934e-10	0.013264759	-0.07409267	-0.9521035	0	0	0.4	4.28035e-18
2.3002421968122266e-10	0.02206765	-0.06578475	-0.9530951	0	0	0.4	3.5556235e-18
2.4004605179956704e-10	0.017208861	-0.074315436	-0.95816904	0	0	0.4	3.3019365e-18
2.500122210808029e-10	0.008982403	-0.07028365	-0.957833	0	0	0.4	4.0619428e-18
2.6004453266456013e-10	0.00148572	-0.060156547	-0.95471066	0	0	0.4	3.5852324e-18
2.700187107182907e-10	0.0094479155	-0.067049734	-0.9482551	0	0	0.4	5.571236e-18
2.80021463409281e-10	-0.010130314	-0.07473243	-0.9523312	0	0	0.4	4.8935517e-18
2.9004647543712857e-10	-0.0032517498	-0.082472	-0.94938457	0	0	0.4	5.0453877e-18
3.000318706185466e-10	-0.0006035091	-0.066303484	-0.95255506	0	0	0.4	5.6509518e-18
3.100377305523613e-10	-0.007916833	-0.07440115	-0.9513328	0	0	0.4	4.1474216e-18
3.200292433356123e-10	-0.026752492	-0.060090456	-0.9490425	0	0	0.4	4.986841e-18
3.3003345045074195e-10	-0.028015075	-0.066634834	-0.94712263	0	0	0.4	4.5947364e-18
3.400586968179217e-10	-0.020535687	-0.07258276	-0.94874626	0	0	0.4	5.452459e-18
3.500595004665594e-10	-0.0014333231	-0.08490732	-0.94963384	0	0	0.4	5.107908e-18
