# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	0	0	-1	0	0	0.36
1.0024565915278036e-11	0.009763073	0.00024895128	-0.97480977	0	0	0.36
2.0060547774453195e-11	0.018910613	-0.0047784555	-0.9671524	0	0	0.36
3.002585243009857e-11	0.030181805	-0.029836133	-0.9643981	0	0	0.36
4.001776638447096e-11	0.021772457	-0.032553706	-0.9631831	0	0	0.36
5.005156841087725e-11	0.0018974583	-0.023191424	-0.9622657	0	0	0.36
6.00157147491684e-11	-0.012192972	-0.016484996	-0.9583731	0	0	0.36
7.005309755573732e-11	-0.009256528	-0.027188992	-0.957738	0	0	0.36
8.002723425827431e-11	0.0147885075	-0.017207472	-0.95510805	0	0	0.36
9.00070772257168e-11	0.023451092	-0.026460305	-0.9547361	0	0	0.36
1.0001676346551726e-10	0.019652437	-0.03172977	-0.9543943	0	0	0.36
1.1003641084934672e-10	0.017181398	-0.028066067	-0.95531505	0	0	0.36
1.200522523805696e-10	0.009661214	-0.033953417	-0.95454943	0	0	0.36
1.300321798962075e-10	0.028738583	-0.03381615	-0.95746416	0	0	0.36
1.4004436374115764e-10	0.0148728555	-0.03631704	-0.9608644	0	0	0.36
1.500293035935612e-10	0.014054237	-0.05189207	-0.96165377	0	0	0.36
1.600535693628989e-10	0.0052632815	-0.041041948	-0.9620877	0	0	0.36
1.7005200275023806e-10	-0.0007229509	-0.049115505	-0.95952505	0	0	0.36
1.800545999444853e-10	-0.013614923	-0.05039823	-0.956699	0	0	0.36
1.9004555475448724e-10	-0.016459037	-0.04042123	-0.95674574	0	0	0.36
2.0002241956204607e-10	-0.016556194	-0.036909018	-0.95776856	0	0	0.36
2.1004644089252814e-10	-0.009875476	-0.014089793	-0.95333487	0	0	0.36
2.200636152406533e-10	-0.005390655	-0.021232579	-0.9544745	0	0	0.36
2.300006235697918e-10	-0.013847355	-0.039535988	-0.9552454	0	0	0.36
2.40034465425237e-10	-0.0021950325	-0.048105795	-0.95735765	0	0	0.36
2.500537152231719e-10	-0.01901805	-0.060367536	-0.9559881	0	0	0.36
2.6004264807016724e-10	-0.031195639	-0.051373787	-0.95771307	0	0	0.36
2.700442635567976e-10	-0.045360003	-0.037846867	-0.95618486	0	0	0.36
2.8002691164369727e-10	-0.045619134	-0.03506579	-0.9512979	0	0	0.36
