# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	0	0	-1	0	0	0.37
1.0026881172080948e-11	0.009746504	0.00033994086	-0.9747928	0	0	0.37
2.0065335453776107e-11	0.018975444	-0.004423434	-0.9671146	0	0	0.37
3.0033190000005924e-11	0.030665746	-0.02911369	-0.9643355	0	0	0.37
4.002692852418358e-11	0.022782592	-0.03177342	-0.963103	0	0	0.37
5.000063375674958e-11	0.0027663414	-0.021996738	-0.96178305	0	0	0.37
6.00291151875838e-11	-0.010692496	-0.015780827	-0.9581897	0	0	0.37
7.000199647485177e-11	-0.0074163615	-0.028091207	-0.9579929	0	0	0.37
8.004562836388478e-11	0.016756251	-0.016120788	-0.95498174	0	0	0.37
9.002779893172164e-11	0.026489234	-0.02472817	-0.9550405	0	0	0.37
1.0004010261426917e-10	0.02413783	-0.029732464	-0.9548394	0	0	0.37
1.1006220993484963e-10	0.02292494	-0.02680406	-0.9556948	0	0	0.37
1.2001598895312178e-10	0.01581436	-0.033286355	-0.9551282	0	0	0.37
1.300622797143702e-10	0.03512358	-0.034883294	-0.9572831	0	0	0.37
1.4000915207787292e-10	0.020183897	-0.039033886	-0.96053076	0	0	0.37
1.500619003620417e-10	0.020561615	-0.053321652	-0.9612705	0	0	0.37
1.600199755186411e-10	0.012162258	-0.040568713	-0.962199	0	0	0.37
1.7002026514551866e-10	0.007708325	-0.050464544	-0.95975673	0	0	0.37
1.8002440091336988e-10	-0.0032159637	-0.053205527	-0.95701367	0	0	0.37
1.900151791488308e-10	-0.0041079214	-0.045187607	-0.9565123	0	0	0.37
2.000596059095798e-10	-0.0062516606	-0.042371355	-0.9578996	0	0	0.37
2.1001882654247613e-10	-0.00029810602	-0.018996587	-0.9536842	0	0	0.37
2.200384618807757e-10	0.0027948066	-0.02678054	-0.9542352	0	0	0.37
2.3004231973976017e-10	-0.005098195	-0.04707719	-0.9548841	0	0	0.37
2.400160460967957e-10	0.004951612	-0.056759454	-0.95701534	0	0	0.37
2.5003877831749606e-10	-0.009901781	-0.06891298	-0.9553547	0	0	0.37
2.6002901112212387e-10	-0.021425238	-0.06262457	-0.95723134	0	0	0.37
2.7003114574864693e-10	-0.03633972	-0.05191344	-0.95511377	0	0	0.37
2.800157254275203e-10	-0.039458707	-0.051412612	-0.9498369	0	0	0.37
2.900575826773307e-10	-0.019577974	-0.04278836	-0.9510116	0	0	0.37
3.0004599619258404e-10	-0.012619855	-0.034986105	-0.950562	0	0	0.37
3.1000819751545327e-10	-0.0015837172	-0.044178195	-0.9519734	0	0	0.37
3.2006271367547847e-10	-0.022654401	-0.05869378	-0.9490632	0	0	0.37
3.300219210891197e-10	-0.032358684	-0.061354756	-0.94985765	0	0	0.37
3.4004576722381033e-10	-0.03748683	-0.062335156	-0.95077187	0	0	0.37
3.5004375000178394e-10	-0.036969595	-0.056178927	-0.9521925	0	0	0.37
3.6003815629701375e-10	-0.040422644	-0.045421515	-0.9530566	0	0	0.37
3.700075733391044e-10	-0.022099001	-0.027517108	-0.95505774	0	0	0.37
3.800210828062512e-10	-0.022805553	-0.018770378	-0.9538173	0	0	0.37
3.900643363947466e-10	-0.00994759	-0.016979843	-0.9564197	0	0	0.37
4.0003673480931226e-10	0.006728715	-0.012869665	-0.9543364	0	0	0.37
4.100417988305271e-10	-0.015184968	-0.026392763	-0.95469	0	0	0.37
4.200028718877913e-10	-0.014701255	-0.03171176	-0.9541084	0	0	0.37
4.300455447485747e-10	-0.029688474	-0.036019422	-0.954996	0	0	0.37
4.4001583891298146e-10	-0.021319276	-0.038489364	-0.9531817	0	0	0.37
4.5004336730020816e-10	-0.018985866	-0.030190036	-0.9561914	0	0	0.37
4.600306641672781e-10	0.00012369813	-0.047886092	-0.95217377	0	0	0.37
4.700302507865111e-10	-0.0039911056	-0.07180324	-0.9519617	0	0	0.37
4.800382037086463e-10	-0.019047141	-0.06863266	-0.95017636	0	0	0.37
4.900555703719199e-10	-0.038382027	-0.062313955	-0.95343256	0	0	0.37
5.000388106837619e-10	-0.03549446	-0.07083699	-0.9514027	0	0	0.37
5.100187058045821e-10	-0.055168714	-0.052028403	-0.9527089	0	0	0.37
5.200352857002659e-10	-0.05158644	-0.052994967	-0.9479447	0	0	0.37
