# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	-0.05838949	-0.02346031	-0.95241976	0	0	0.32
2e-09	0.046123907	0.047759403	-0.9547646	0	0	0.33
3.0000000000000004e-09	-0.12330016	-0.1263304	-0.92676413	0	0	0.34
4e-09	0.19812846	0.13596028	-0.920644	0	0	0.35
5e-09	0.0021467372	-0.010007741	0.9680065	0	0	0.36
6e-09	-0.023156164	-0.03714294	0.96246165	0	0	0.37
7e-09	-0.0017457288	0.0025646593	0.9662496	0	0	0.38
8e-09	0.044739097	-0.024249036	0.96482456	0	0	0.39
9.000000000000001e-09	-0.0024557398	-0.03255162	0.9662577	0	0	0.4
1.0000000000000002e-08	-0.00038070977	0.01322647	0.9650016	0	0	0.41
1.1000000000000003e-08	-0.025395717	-0.015110488	0.96291673	0	0	0.42
