# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	-0.03173352	-0.09166429	-0.94531286	0	0	0.32
2e-09	0.11027864	-0.00824859	-0.93996	0	0	0.33
3.0000000000000004e-09	-0.040759128	0.07658889	-0.9409119	0	0	0.34
4e-09	0.031138632	-0.23492287	-0.9132676	0	0	0.35
5e-09	0.010025629	0.00480647	0.9651098	0	0	0.36
6e-09	-0.021926608	0.0016873353	0.9647474	0	0	0.37
7e-09	0.041271865	-0.015310542	0.96380293	0	0	0.38
8e-09	0.0057342118	-0.01364716	0.9658884	0	0	0.39
9.000000000000001e-09	-0.029422864	0.028704708	0.96655345	0	0	0.4
1.0000000000000002e-08	0.0016293072	-0.035699982	0.96429074	0	0	0.41
1.1000000000000003e-08	0.035184443	-0.016861105	0.9698483	0	0	0.42
