# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	-0.07580645	-0.048355784	-0.9408376	0	0	0.32
2e-09	-0.034996826	0.08604542	-0.94582033	0	0	0.33
3.0000000000000004e-09	-0.11029476	0.0033093672	-0.9399855	0	0	0.34
4e-09	0.006771544	0.06494812	-0.94835556	0	0	0.35
5e-09	-0.13720171	-0.27613872	-0.87028176	0	0	0.36
6e-09	-0.017379394	0.035348035	0.967365	0	0	0.37
7e-09	0.02506304	0.009695918	0.9670019	0	0	0.38
8e-09	0.01402496	-0.010178617	0.96628344	0	0	0.39
9.000000000000001e-09	-0.020419518	0.04653632	0.9618596	0	0	0.4
1.0000000000000002e-08	-0.01071647	-0.007515829	0.96454084	0	0	0.41
1.1000000000000003e-08	-0.0062245843	-0.023598872	0.9670023	0	0	0.42
