# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	-0.017966174	0.017219445	-0.956339	0	0	0.32
2e-09	-0.048849404	-0.013660736	-0.9541885	0	0	0.33
3.0000000000000004e-09	-0.025821662	0.13515346	-0.9287499	0	0	0.34
4e-09	0.05516962	-0.083459675	-0.9411948	0	0	0.35
5e-09	0.118377894	-0.05440971	-0.93638766	0	0	0.36
6e-09	-0.0026747712	0.013356928	0.96013993	0	0	0.37
7e-09	0.036369964	0.032104634	0.96261686	0	0	0.38
8e-09	-0.004226738	0.005487496	0.96626115	0	0	0.39
9.000000000000001e-09	-0.040165998	0.023298947	0.96707934	0	0	0.4
1.0000000000000002e-08	-0.012964583	-0.0039575817	0.9623686	0	0	0.41
1.1000000000000003e-08	-0.04064598	-0.012989229	0.9679612	0	0	0.42
