# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	-0.0983395	0.065740764	-0.94957745	0	0	0.32
2e-09	0.032180324	-0.15339898	-0.9478171	0	0	0.33
3.0000000000000004e-09	0.07084796	-0.058248453	-0.9492728	0	0	0.34
4e-09	-0.137678	0.105525084	-0.93850255	0	0	0.35
5e-09	-0.03374457	0.09826352	-0.93816125	0	0	0.36
6e-09	0.009020859	-0.027335275	0.96813536	0	0	0.37
7e-09	-0.023274757	0.011041738	0.96812075	0	0	0.38
8e-09	0.005045659	-0.030545216	0.9635675	0	0	0.39
9.000000000000001e-09	-0.0145838205	0.026726726	0.9688863	0	0	0.4
1.0000000000000002e-08	0.0031405925	-0.010045708	0.9621819	0	0	0.41
1.1000000000000003e-08	0.038609643	0.01596126	0.9624349	0	0	0.42
