# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	0.0022826586	0.09336221	-0.95288575	0	0	0.32
2e-09	-0.17228004	-0.11669253	-0.9232984	0	0	0.33
3.0000000000000004e-09	0.032919087	-0.15358485	-0.9442184	0	0	0.34
4e-09	0.026386619	-0.11774433	-0.9453275	0	0	0.35
5e-09	-0.15169719	0.045570906	-0.93884313	0	0	0.36
6e-09	-0.00022899336	-0.010375164	0.96816206	0	0	0.37
7e-09	0.0054730494	0.013728688	0.9651132	0	0	0.38
8e-09	0.0029477207	-0.02788185	0.96731967	0	0	0.39
9.000000000000001e-09	0.01658589	0.011657754	0.96538293	0	0	0.4
1.0000000000000002e-08	-0.011820467	-0.000102113	0.96589476	0	0	0.41
1.1000000000000003e-08	0.010536157	-0.019395757	0.9689106	0	0	0.42
