# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	0.051618136	0.032863643	-0.95801437	0	0	0.32
2e-09	-0.006022657	-0.12978218	-0.9437074	0	0	0.33
3.0000000000000004e-09	-0.002487088	-0.014231238	-0.9545647	0	0	0.34
4e-09	-0.029802628	-0.08396456	-0.9521936	0	0	0.35
5e-09	0.085495465	-0.10521819	-0.9437392	0	0	0.36
6e-09	0.21826173	0.020328963	-0.921498	0	0	0.37
7e-09	-0.004059921	0.07768829	0.964543	0	0	0.38
8e-09	0.05963361	-0.019405516	0.96472585	0	0	0.39
9.000000000000001e-09	0.01831582	-0.018870233	0.9632286	0	0	0.4
1.0000000000000002e-08	0.009317789	0.007288349	0.9648247	0	0	0.41
1.1000000000000003e-08	-0.024126453	0.022894315	0.96846175	0	0	0.42
