# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	-0.0051563475	-0.09074707	-0.9468638	0	0	0.32
2e-09	-0.17763627	0.010283753	-0.93459916	0	0	0.33
3.0000000000000004e-09	0.054069407	-0.11715202	-0.947723	0	0	0.34
4e-09	-0.1262851	-0.0111687565	-0.948808	0	0	0.35
5e-09	0.0059229415	0.025833568	0.9646003	0	0	0.36
6e-09	0.02832491	0.010140977	0.9652452	0	0	0.37
7e-09	-0.013271254	-0.010486898	0.96807206	0	0	0.38
8e-09	0.014467567	-0.0066084387	0.9633187	0	0	0.39
9.000000000000001e-09	0.031922907	0.031605445	0.9674588	0	0	0.4
1.0000000000000002e-08	-0.013592387	0.013062316	0.96552306	0	0	0.41
1.1000000000000003e-08	-0.020800678	0.00046432612	0.96531785	0	0	0.42
