# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	0.057587393	-0.03970098	-0.93833303	0	0	0.32
2e-09	0.15352762	0.025079153	-0.9311228	0	0	0.33
3.0000000000000004e-09	0.01247259	0.014263775	0.9649517	0	0	0.34
4e-09	-0.010258583	0.053681996	0.96286416	0	0	0.35
5e-09	0.011974265	-0.0074199922	0.96091795	0	0	0.36
6e-09	-0.0005395133	0.014920666	0.9628427	0	0	0.37
7e-09	0.040197983	-0.011245663	0.9648903	0	0	0.38
8e-09	0.012011496	0.01830838	0.96457636	0	0	0.39
9.000000000000001e-09	-0.027392304	0.021113906	0.96034294	0	0	0.4
1.0000000000000002e-08	0.007177813	-0.0025977865	0.9630635	0	0	0.41
1.1000000000000003e-08	0.008916973	-0.04319115	0.9621604	0	0	0.42
