# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	-0.056971278	-0.0023216493	-0.9484004	0	0	0.32
2e-09	0.008120775	0.020235976	-0.93883455	0	0	0.33
3.0000000000000004e-09	0.03710687	-0.060261797	-0.94606626	0	0	0.34
4e-09	-0.09582388	-0.025370818	-0.93648005	0	0	0.35
5e-09	-0.26965243	-0.13948886	-0.45744583	0	0	0.36
6e-09	0.017509306	-0.013964137	0.964074	0	0	0.37
7e-09	0.018316329	-0.001873177	0.9621382	0	0	0.38
8e-09	0.041424654	0.021979515	0.9584852	0	0	0.39
9.000000000000001e-09	-0.03133842	0.015984753	0.9675201	0	0	0.4
1.0000000000000002e-08	-0.007256674	-0.007987218	0.9635096	0	0	0.41
1.1000000000000003e-08	-0.028015789	0.019872157	0.96267474	0	0	0.42
