# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	0.043249473	-0.064019665	-0.9439063	0	0	0.32
2e-09	-0.079756826	-0.21432234	-0.9141344	0	0	0.33
3.0000000000000004e-09	0.015841428	-0.043198373	0.95908886	0	0	0.34
4e-09	-0.009286761	-0.002147095	0.9604618	0	0	0.35
5e-09	-0.005685851	0.0026284857	0.9637018	0	0	0.36
6e-09	0.008183576	0.016324686	0.9639773	0	0	0.37
7e-09	-0.017012365	0.058383778	0.96402943	0	0	0.38
8e-09	-0.010604154	0.015886422	0.9617958	0	0	0.39
9.000000000000001e-09	0.014144113	-0.022617767	0.96328795	0	0	0.4
1.0000000000000002e-08	-0.0276414	-0.04308513	0.96037847	0	0	0.41
1.1000000000000003e-08	-0.005948144	0.019574612	0.96161073	0	0	0.42
