# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	0.10411436	0.10940815	-0.9226016	0	0	0.32
2e-09	0.17933458	0.030895129	-0.92643017	0	0	0.33
3.0000000000000004e-09	0.042855587	-0.074671455	-0.9115591	0	0	0.34
4e-09	-0.045207333	-0.15146747	-0.92331094	0	0	0.35
5e-09	-0.03334561	-0.0558682	0.95882666	0	0	0.36
6e-09	-0.02960709	-0.004998772	0.9625151	0	0	0.37
7e-09	0.025380334	-0.052445043	0.9584977	0	0	0.38
8e-09	0.012761349	-0.017558396	0.96142006	0	0	0.39
9.000000000000001e-09	0.012839213	0.037006997	0.9587302	0	0	0.4
1.0000000000000002e-08	-0.029022917	0.015464727	0.96360683	0	0	0.41
1.1000000000000003e-08	0.0016510924	0.035872996	0.9610376	0	0	0.42
