# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	-0.0070973486	0.024442077	-0.94645816	0	0	0.32
2e-09	0.035022568	-0.07247214	-0.94462585	0	0	0.33
3.0000000000000004e-09	0.0071812617	-0.066869855	-0.943452	0	0	0.34
4e-09	-0.23972984	0.02958939	-0.91618377	0	0	0.35
5e-09	-0.0044131717	0.005233881	0.9616425	0	0	0.36
6e-09	-0.031450585	-0.011871662	0.9624256	0	0	0.37
7e-09	0.0013915878	0.0006532039	0.96119046	0	0	0.38
8e-09	-0.0058751386	-0.008789813	0.961022	0	0	0.39
9.000000000000001e-09	-0.009794973	-0.029134616	0.9641228	0	0	0.4
1.0000000000000002e-08	-0.053183787	-0.004921388	0.96213126	0	0	0.41
1.1000000000000003e-08	0.0028313883	-0.02847172	0.96144867	0	0	0.42
