# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	-0.025392178	0.05605822	-0.94516236	0	0	0.32
2e-09	-0.10920909	0.030482566	-0.94979835	0	0	0.33
3.0000000000000004e-09	0.03034169	0.0069024507	-0.94692326	0	0	0.34
4e-09	0.033885665	-0.31003988	-0.8439748	0	0	0.35
5e-09	0.04723817	0.0416819	0.96031404	0	0	0.36
6e-09	0.012700465	0.025474671	0.9606396	0	0	0.37
7e-09	-0.009182679	-0.005067873	0.96681273	0	0	0.38
8e-09	-0.017036151	0.013002454	0.9610494	0	0	0.39
9.000000000000001e-09	-0.018587694	-0.033677123	0.9650539	0	0	0.4
1.0000000000000002e-08	-0.009516257	0.0102291955	0.9629502	0	0	0.41
1.1000000000000003e-08	-0.028146334	0.0103877	0.96528304	0	0	0.42
