# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	0.12026591	0.03184852	-0.9393698	0	0	0.32
2e-09	0.09614065	0.16157527	-0.9230709	0	0	0.33
3.0000000000000004e-09	-0.03466776	-0.04339934	0.96197534	0	0	0.34
4e-09	0.013044111	-0.05514798	0.95565355	0	0	0.35
5e-09	0.010150088	-0.008258701	0.96528167	0	0	0.36
6e-09	0.037839152	-0.023380855	0.96081	0	0	0.37
7e-09	0.013326107	0.014735864	0.9641614	0	0	0.38
8e-09	0.0023119934	0.022640534	0.95828915	0	0	0.39
9.000000000000001e-09	0.004065972	-0.037291188	0.9588324	0	0	0.4
1.0000000000000002e-08	-0.02007772	-0.0054676435	0.9626641	0	0	0.41
1.1000000000000003e-08	0.043424763	-0.034868278	0.96153086	0	0	0.42
