# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	-0.017852299	0.1051006	-0.9394616	0	0	0.32
2e-09	-0.018253487	-0.045657966	-0.95119476	0	0	0.33
3.0000000000000004e-09	0.09105827	-0.020119183	-0.9403392	0	0	0.34
4e-09	-0.3085662	-0.1734587	-0.55528086	0	0	0.35
5e-09	-7.170043e-05	0.00057854224	0.9655014	0	0	0.36
6e-09	-0.015850328	0.011494273	0.96464133	0	0	0.37
7e-09	0.03437179	0.009886825	0.9574624	0	0	0.38
8e-09	-0.028947076	-0.02167542	0.9633852	0	0	0.39
9.000000000000001e-09	0.030350976	-0.025597561	0.9646832	0	0	0.4
1.0000000000000002e-08	-0.01204153	-0.018586142	0.9640869	0	0	0.41
1.1000000000000003e-08	0.032399904	0.005508015	0.9630393	0	0	0.42
