# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	-0.037166327	0.014458432	-0.951398	0	0	0.32
2e-09	0.11672872	0.07162258	-0.9355999	0	0	0.33
3.0000000000000004e-09	0.08867926	-0.08187014	-0.9385048	0	0	0.34
4e-09	0.04253713	-0.13688849	-0.9350716	0	0	0.35
5e-09	-0.023526777	0.0025841007	0.9619294	0	0	0.36
6e-09	0.0027176016	-0.006030226	0.96345824	0	0	0.37
7e-09	-0.018956011	-0.009277434	0.96186304	0	0	0.38
8e-09	0.019202964	-0.027875535	0.96380794	0	0	0.39
9.000000000000001e-09	-0.009501601	-0.015788551	0.9619272	0	0	0.4
1.0000000000000002e-08	0.036476675	-0.010228056	0.9612458	0	0	0.41
1.1000000000000003e-08	0.0437553	0.018567815	0.9622571	0	0	0.42
