# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	-0.04067917	-0.016858833	-0.9532592	0	0	0.32
2e-09	-0.14662734	0.10743269	-0.91987336	0	0	0.33
3.0000000000000004e-09	-0.085684195	0.100324914	-0.93406093	0	0	0.34
4e-09	0.013440448	-0.0034520011	0.96034026	0	0	0.35
5e-09	0.018039599	-0.016111456	0.96188116	0	0	0.36
6e-09	0.010495125	-0.02356369	0.9613296	0	0	0.37
7e-09	0.058085453	0.016266132	0.96217346	0	0	0.38
8e-09	0.006074655	0.03207683	0.96355945	0	0	0.39
9.000000000000001e-09	0.004850507	-0.07934369	0.95522976	0	0	0.4
1.0000000000000002e-08	-0.021443913	0.019630497	0.96206677	0	0	0.41
1.1000000000000003e-08	-0.017365765	0.0057840617	0.9601666	0	0	0.42
