# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1e-09	-0.064407825	-0.038727317	-0.95014256	0	0	0.32
2e-09	0.08969117	0.18512072	-0.9107064	0	0	0.33
3.0000000000000004e-09	0.07845535	-0.115721464	-0.9124632	0	0	0.34
4e-09	-0.046864178	-0.17737031	-0.92119527	0	0	0.35
5e-09	0.010478856	-0.01872778	0.9603492	0	0	0.36
6e-09	-0.0006775055	-0.04276564	0.9597976	0	0	0.37
7e-09	0.013663344	-0.038817085	0.959592	0	0	0.38
8e-09	0.01005117	0.011009345	0.96140856	0	0	0.39
9.000000000000001e-09	0.008842886	-0.0027102476	0.96184194	0	0	0.4
1.0000000000000002e-08	0.016850727	-0.007854061	0.9625921	0	0	0.41
1.1000000000000003e-08	-0.04613979	-0.017064204	0.96240515	0	0	0.42
